country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",11-03-2026 15:00,13.0052189,80.2398125,NH3,3,4,3
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",11-03-2026 15:00,13.0052189,80.2398125,SO2,5,10,7
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB",11-03-2026 15:00,11.0328,77.0349,NO2,10,11,10
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB",11-03-2026 15:00,11.0328,77.0349,SO2,3,6,4
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",11-03-2026 15:00,10.942451,76.978996,NO2,2,2,2
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",11-03-2026 15:00,13.4127,80.1081,SO2,11,25,19
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB",11-03-2026 15:00,11.258242,77.552761,CO,40,44,43
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB",11-03-2026 15:00,8.816428,78.099039,PM10,20,261,48
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",11-03-2026 15:00,17.460103,78.334361,NH3,2,5,3
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",11-03-2026 15:00,17.470431,78.566959,PM2.5,42,70,54
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",11-03-2026 15:00,17.470431,78.566959,NH3,2,5,4
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",11-03-2026 15:00,17.470431,78.566959,OZONE,8,58,24
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",11-03-2026 15:00,26.506177,77.025989,PM2.5,20,251,71
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",11-03-2026 15:00,26.506177,77.025989,PM10,44,277,120
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",11-03-2026 15:00,26.506177,77.025989,SO2,11,15,14
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",11-03-2026 15:00,25.16409,75.858137,PM10,38,338,141
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",11-03-2026 15:00,25.16409,75.858137,CO,13,149,55
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",11-03-2026 15:00,25.16409,75.858137,OZONE,1,180,103
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB",11-03-2026 15:00,25.196024,75.855668,PM2.5,5,77,34
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",11-03-2026 15:00,25.14389,75.821256,PM10,68,171,112
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",11-03-2026 15:00,25.14389,75.821256,NH3,3,12,7
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB",11-03-2026 15:00,24.041198,74.780702,CO,12,38,22
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB",11-03-2026 15:00,25.03636,73.883502,NH3,13,41,25
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",11-03-2026 15:00,27.608912,75.153302,CO,14,109,26
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",11-03-2026 15:00,27.608912,75.153302,OZONE,4,123,93
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB",11-03-2026 15:00,24.885261,72.857549,OZONE,13,112,85
India,Rajasthan,Sri Ganganagar,"Old City, Sri Ganganagar - RSPCB",11-03-2026 15:00,29.931624,73.864511,PM2.5,28,153,65
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",11-03-2026 15:00,17.393559,78.339194,NH3,2,3,2
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",11-03-2026 15:00,17.393559,78.339194,CO,24,37,31
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",11-03-2026 15:00,17.544899,78.486949,SO2,6,13,9
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",11-03-2026 15:00,17.429398,78.569354,PM10,71,94,78
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",11-03-2026 15:00,17.429398,78.569354,CO,11,31,21
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",11-03-2026 15:00,17.37206,78.50864,OZONE,11,30,22
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",11-03-2026 15:00,27.33853,88.614099,CO,9,20,14
India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB",11-03-2026 15:00,13.0664,80.2112,SO2,1,10,4
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",11-03-2026 15:00,13.1278,80.2642,PM2.5,40,329,93
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",11-03-2026 15:00,13.1278,80.2642,NH3,3,5,4
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",11-03-2026 15:00,13.1278,80.2642,SO2,5,8,6
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",11-03-2026 15:00,13.1278,80.2642,OZONE,25,34,30
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB",11-03-2026 15:00,26.159933,75.780517,SO2,1,9,4
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB",11-03-2026 15:00,26.159933,75.780517,CO,20,86,33
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",11-03-2026 15:00,24.5886166,73.6321397,PM10,76,166,122
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",11-03-2026 15:00,24.5886166,73.6321397,NO2,4,203,58
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",11-03-2026 15:00,24.5886166,73.6321397,NH3,4,6,5
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",11-03-2026 15:00,17.5184,78.278777,SO2,1,17,7
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",11-03-2026 15:00,17.585705,78.126199,CO,26,46,29
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",11-03-2026 15:00,17.393559,78.339194,PM2.5,58,71,63
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB",11-03-2026 15:00,27.213494,73.734444,NO2,7,92,29
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",11-03-2026 15:00,17.417094,78.457437,PM2.5,52,59,54
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",11-03-2026 15:00,17.417094,78.457437,PM10,86,93,88
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",11-03-2026 15:00,17.417094,78.457437,NH3,3,4,4
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",11-03-2026 15:00,17.417094,78.457437,CO,10,45,16
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",11-03-2026 15:00,17.349694,78.451437,PM10,42,134,85
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",11-03-2026 15:00,17.349694,78.451437,NO2,5,12,8
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",11-03-2026 15:00,23.8175497,91.2726974,NO2,21,33,26
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",11-03-2026 15:00,23.8175497,91.2726974,SO2,2,4,2
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",11-03-2026 15:00,27.23711,78.01936,PM2.5,62,337,226
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",11-03-2026 15:00,27.23711,78.01936,NH3,5,6,5
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",11-03-2026 15:00,27.106972,78.000111,SO2,6,17,12
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",11-03-2026 15:00,28.359581,79.414455,NH3,13,13,13
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",11-03-2026 15:00,28.359581,79.414455,CO,62,82,69
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",11-03-2026 15:00,28.38910936,79.42963708,PM10,86,112,101
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",11-03-2026 15:00,28.38910936,79.42963708,NH3,1,1,1
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",11-03-2026 15:00,28.38910936,79.42963708,OZONE,1,12,1
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",11-03-2026 15:00,28.406963,77.849831,PM2.5,73,358,220
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",11-03-2026 15:00,28.406963,77.849831,NO2,14,116,60
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",11-03-2026 15:00,28.406963,77.849831,CO,30,105,65
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",11-03-2026 15:00,27.168897,78.37696,OZONE,2,32,14
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",11-03-2026 15:00,28.646233,77.358075,CO,6,172,35
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",11-03-2026 15:00,28.757294,77.278792,NO2,21,126,66
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",11-03-2026 15:00,28.757294,77.278792,NH3,2,17,7
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",11-03-2026 15:00,28.685382,77.453839,NO2,8,54,24
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",11-03-2026 15:00,26.730136,83.433859,CO,3,6,4
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",11-03-2026 15:00,28.47272,77.482,PM2.5,NA,NA,NA
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",11-03-2026 15:00,28.47272,77.482,PM10,148,419,275
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",11-03-2026 15:00,28.47272,77.482,NO2,18,125,73
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",11-03-2026 15:00,28.47272,77.482,CO,4,62,34
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",11-03-2026 15:00,28.557054,77.453663,NH3,4,7,5
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",11-03-2026 15:00,28.557054,77.453663,SO2,8,17,12
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",11-03-2026 15:00,28.725645,77.749675,OZONE,6,190,86
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",11-03-2026 15:00,25.4547,78.6039,PM2.5,13,71,28
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",11-03-2026 15:00,25.4547,78.6039,PM10,37,122,65
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",11-03-2026 15:00,25.4547,78.6039,SO2,8,19,12
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",11-03-2026 15:00,25.4547,78.6039,CO,8,60,14
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",11-03-2026 15:00,26.509954,80.249612,SO2,8,55,20
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",11-03-2026 15:00,28.802625,78.753728,PM10,55,145,100
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",11-03-2026 15:00,28.802625,78.753728,NO2,29,30,29
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",11-03-2026 15:00,28.802625,78.753728,NH3,5,6,5
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",11-03-2026 15:00,29.4723508,77.7194031,NO2,21,72,42
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",11-03-2026 15:00,28.5447608,77.3231257,NH3,2,26,11
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD",11-03-2026 15:00,28.6245479,77.3577104,PM2.5,64,318,215
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",11-03-2026 15:00,28.5898,77.3101,PM10,149,379,240
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",11-03-2026 15:00,27.19412,77.96237,CO,4,45,14
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",11-03-2026 15:00,27.169338,78.03582,PM10,140,406,233
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",11-03-2026 15:00,27.169338,78.03582,NO2,19,25,22
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",11-03-2026 15:00,27.19862,77.92066,PM2.5,58,353,234
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",11-03-2026 15:00,27.19862,77.92066,PM10,107,417,198
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB",11-03-2026 15:00,28.964949,77.278761,PM10,119,237,168
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",11-03-2026 15:00,28.83526,78.7446,NO2,29,29,29
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",11-03-2026 15:00,28.83526,78.7446,OZONE,10,83,23
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",11-03-2026 15:00,28.840739,78.697531,PM10,63,172,131
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",11-03-2026 15:00,28.88528,78.7388,NO2,15,16,16
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",11-03-2026 15:00,28.88528,78.7388,OZONE,6,49,19
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",11-03-2026 15:00,28.856664,78.772638,PM2.5,60,216,124
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",11-03-2026 15:00,26.4703136,80.3229863,SO2,9,22,14
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",11-03-2026 15:00,28.2348927,77.8683002,PM2.5,43,369,192
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",11-03-2026 15:00,28.2348927,77.8683002,SO2,14,14,14
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",11-03-2026 15:00,26.906111,80.948222,NH3,9,16,13
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",11-03-2026 15:00,26.906111,80.948222,SO2,6,23,13
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",11-03-2026 15:00,26.90723,80.98579,SO2,40,42,40
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",11-03-2026 15:00,26.8458805,80.9365541,NO2,29,37,33
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",11-03-2026 15:00,26.8458805,80.9365541,CO,22,86,66
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",11-03-2026 15:00,28.9535882,77.7622941,SO2,6,9,8
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",11-03-2026 15:00,25.301778,82.996789,PM2.5,48,105,69
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",11-03-2026 15:00,25.301778,82.996789,PM10,48,102,69
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",11-03-2026 15:00,25.32393,82.99687,PM10,61,98,80
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",11-03-2026 15:00,27.571409,77.655757,SO2,18,33,21
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",11-03-2026 15:00,27.571409,77.655757,CO,26,52,38
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",11-03-2026 15:00,27.571409,77.655757,OZONE,15,16,15
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",11-03-2026 15:00,29.2124114,78.9611753,PM10,118,165,141
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",11-03-2026 15:00,29.2124114,78.9611753,NO2,6,11,9
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",11-03-2026 15:00,29.2124114,78.9611753,CO,14,48,29
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",11-03-2026 15:00,23.618183,87.105718,NH3,1,2,1
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",11-03-2026 15:00,23.618183,87.105718,CO,17,83,47
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB",11-03-2026 15:00,23.616515,87.119133,NH3,3,4,4
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB",11-03-2026 15:00,23.616515,87.119133,CO,57,110,85
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB",11-03-2026 15:00,23.616515,87.119133,OZONE,10,48,29
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",11-03-2026 15:00,22.7605581,88.3617589,PM2.5,55,64,59
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",11-03-2026 15:00,23.567923,87.306843,PM2.5,50,309,121
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",11-03-2026 15:00,23.567923,87.306843,NO2,4,26,14
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",11-03-2026 15:00,22.58157048,88.41002457,CO,8,25,11
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",11-03-2026 15:00,22.58157048,88.41002457,OZONE,16,45,32
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",11-03-2026 15:00,22.49929,88.36917,NO2,12,14,13
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",11-03-2026 15:00,22.627847,88.380669,CO,26,47,30
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",11-03-2026 15:00,22.51106,88.35142,PM10,49,76,65
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",11-03-2026 15:00,22.5448082,88.3403691,NH3,8,8,8
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",11-03-2026 15:00,22.5448082,88.3403691,CO,2,17,4
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB",11-03-2026 15:00,28.56923,77.393848,NO2,60,173,110
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",11-03-2026 15:00,25.425602,81.917152,NH3,5,5,5
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",11-03-2026 15:00,25.494,81.863,SO2,24,85,66
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",11-03-2026 15:00,25.494,81.863,OZONE,5,28,15
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",11-03-2026 15:00,25.44919916,81.82735986,SO2,59,76,69
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",11-03-2026 15:00,30.075911,78.2859547,SO2,1,1,1
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",11-03-2026 15:00,23.685297,86.945968,SO2,8,25,15
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB",11-03-2026 15:00,23.697936,86.944395,PM2.5,49,106,68
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB",11-03-2026 15:00,23.697936,86.944395,NO2,7,19,13
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",11-03-2026 15:00,22.5687319,88.2797276,NH3,4,7,5
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",11-03-2026 15:00,22.5687319,88.2797276,SO2,5,94,37
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",11-03-2026 15:00,22.5367507,88.3638022,OZONE,16,27,22
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",11-03-2026 15:00,22.06047,88.109737,CO,30,39,36
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",11-03-2026 15:00,22.629801,88.352017,PM2.5,53,81,68
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB",11-03-2026 15:00,22.554954,88.292568,CO,14,34,17
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB",11-03-2026 15:00,22.6025571,88.3105664,OZONE,17,77,46
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",11-03-2026 15:00,26.6879226,88.4152495,SO2,14,25,18
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",11-03-2026 15:00,26.6879226,88.4152495,OZONE,9,73,52
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",11-03-2026 15:00,16.486692,80.699436,PM2.5,40,74,49
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",11-03-2026 15:00,16.486692,80.699436,NO2,13,24,18
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",11-03-2026 15:00,16.509717,80.612222,CO,30,42,38
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",11-03-2026 15:00,16.554731,80.64911,PM2.5,52,76,64
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",11-03-2026 15:00,16.554731,80.64911,PM10,56,74,63
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",11-03-2026 15:00,17.72,83.3,PM10,96,221,141
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",11-03-2026 15:00,17.72,83.3,NO2,26,132,86
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",11-03-2026 15:00,17.72,83.3,CO,14,74,29
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",11-03-2026 15:00,27.103358,93.679645,PM10,108,334,160
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",11-03-2026 15:00,27.103358,93.679645,NH3,1,1,1
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",11-03-2026 15:00,27.103358,93.679645,SO2,10,11,10
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",11-03-2026 15:00,26.071318,91.87488,PM10,68,191,114
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",11-03-2026 15:00,26.071318,91.87488,SO2,21,32,32
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",11-03-2026 15:00,25.560083,87.553265,NO2,9,10,9
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",11-03-2026 15:00,25.560083,87.553265,NH3,1,1,1
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",11-03-2026 15:00,26.0881305,87.93840336,NO2,8,11,9
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",11-03-2026 15:00,27.308328,84.531742,PM2.5,73,180,115
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",11-03-2026 15:00,26.63086,84.90051,NH3,3,3,3
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",11-03-2026 15:00,26.63086,84.90051,SO2,2,3,3
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",11-03-2026 15:00,26.63086,84.90051,CO,14,28,18
India,Bihar,Munger,"Town Hall, Munger - BSPCB",11-03-2026 15:00,25.376776,86.471523,SO2,7,115,77
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",11-03-2026 15:00,26.11442,85.39813,PM10,61,114,95
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",11-03-2026 15:00,26.11442,85.39813,NO2,22,45,34
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",11-03-2026 15:00,26.11442,85.39813,NH3,12,20,16
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",11-03-2026 15:00,26.146529,87.454184,OZONE,10,10,10
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",11-03-2026 15:00,25.5626095,84.663264,NO2,5,9,7
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",11-03-2026 15:00,25.5626095,84.663264,SO2,4,6,5
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",11-03-2026 15:00,24.75746,84.366208,PM10,85,125,103
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",11-03-2026 15:00,24.75746,84.366208,CO,101,103,102
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",11-03-2026 15:00,24.75746,84.366208,OZONE,3,42,27
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",11-03-2026 15:00,25.42742023,86.13886079,NO2,10,16,13
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",11-03-2026 15:00,25.42742023,86.13886079,OZONE,37,49,42
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",11-03-2026 15:00,26.80365,84.51954,PM2.5,32,97,68
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",11-03-2026 15:00,26.80365,84.51954,PM10,38,111,81
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",11-03-2026 15:00,25.251013,86.989001,SO2,27,86,55
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",11-03-2026 15:00,25.265194,87.012947,NO2,7,8,7
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",11-03-2026 15:00,25.265194,87.012947,SO2,44,54,49
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",11-03-2026 15:00,25.265194,87.012947,CO,64,82,74
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",11-03-2026 15:00,25.204762,85.51496,PM10,47,136,86
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",11-03-2026 15:00,25.204762,85.51496,SO2,10,10,10
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",11-03-2026 15:00,25.204762,85.51496,CO,45,70,56
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",11-03-2026 15:00,25.56752,83.966379,PM10,63,125,101
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",11-03-2026 15:00,25.7808257,84.7446768,PM2.5,30,317,182
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",11-03-2026 15:00,16.5150833,80.5181667,OZONE,1,39,24
